input.source,input.name,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,tool,exit_status,exit_code,time,output.ap,output.states,output.edges,output.transitions,output.acc_sets,output.scc,output.nondetstates,output.nondeterministic,output.alternating
data/automata/practice/practice_automata.hoa:24554.1-28063.7,,3,863,2638,3085,3,207,328,1,0,Autfilt,ok,0,0.0612078,3,296,1252,1974,1,66,68,1,0
data/automata/practice/practice_automata.hoa:192801.1-194259.7,,4,158,1292,1373,3,48,98,1,0,SaGE+,ok,0,18.4971,4,1513,20532,36544,1,379,771,1,0
data/automata/practice/practice_automata.hoa:192801.1-194259.7,,4,158,1292,1373,3,48,98,1,0,Kofola,ok,0,0.0374678,4,78,690,1244,2,3,11,1,0
data/automata/practice/practice_automata.hoa:192801.1-194259.7,,4,158,1292,1373,3,48,98,1,0,Seminator,ok,0,0.201531,4,165,1438,2342,1,14,119,1,0
data/automata/practice/practice_automata.hoa:192801.1-194259.7,,4,158,1292,1373,3,48,98,1,0,Autfilt,ok,0,0.0139679,4,132,1046,1628,1,30,46,1,0
data/automata/practice/practice_automata.hoa:208665.1-208745.7,,2,16,56,56,3,16,13,1,0,SaGE,ok,0,0.0631859,2,24,144,144,1,22,12,1,0
data/automata/practice/practice_automata.hoa:208665.1-208745.7,,2,16,56,56,3,16,13,1,0,SaGE+,ok,0,0.0490458,2,12,72,72,1,12,6,1,0
data/automata/practice/practice_automata.hoa:208665.1-208745.7,,2,16,56,56,3,16,13,1,0,Kofola,ok,0,0.00435538,2,5,9,20,1,5,0,0,0
data/automata/practice/practice_automata.hoa:208665.1-208745.7,,2,16,56,56,3,16,13,1,0,Seminator,ok,0,0.00486087,2,5,9,20,1,5,0,0,0
data/automata/practice/practice_automata.hoa:208665.1-208745.7,,2,16,56,56,3,16,13,1,0,Autfilt,ok,0,0.00356554,2,6,11,24,1,6,0,0,0
data/automata/practice/practice_automata.hoa:247047.1-250556.7,,3,863,2638,3085,3,207,328,1,0,SaGE,ok,0,42.4657,3,19864,227472,227472,1,4738,8570,1,0
data/automata/practice/practice_automata.hoa:247047.1-250556.7,,3,863,2638,3085,3,207,328,1,0,SaGE+,ok,0,9.62232,3,3279,23398,38328,1,834,1512,1,0
data/automata/practice/practice_automata.hoa:247047.1-250556.7,,3,863,2638,3085,3,207,328,1,0,Kofola,ok,0,0.113245,3,221,1052,1818,1,32,60,1,0
data/automata/practice/practice_automata.hoa:247047.1-250556.7,,3,863,2638,3085,3,207,328,1,0,Seminator,ok,0,0.30159,3,141,569,973,1,25,41,1,0
data/automata/practice/practice_automata.hoa:247047.1-250556.7,,3,863,2638,3085,3,207,328,1,0,Autfilt,ok,0,0.0571128,3,296,1252,1974,1,66,68,1,0
data/automata/practice/practice_automata.hoa:578375.1-578998.7,,3,113,502,754,3,28,38,1,0,SaGE,ok,0,9.78389,3,4086,47368,47368,1,769,1835,1,0
data/automata/practice/practice_automata.hoa:578375.1-578998.7,,3,113,502,754,3,28,38,1,0,SaGE+,ok,0,1.93432,3,963,11384,11384,1,182,460,1,0
data/automata/practice/practice_automata.hoa:578375.1-578998.7,,3,113,502,754,3,28,38,1,0,Kofola,ok,0,0.0185616,3,56,274,513,1,9,26,1,0
data/automata/practice/practice_automata.hoa:578375.1-578998.7,,3,113,502,754,3,28,38,1,0,Seminator,ok,0,0.124329,3,96,495,664,1,9,35,1,0
data/automata/practice/practice_automata.hoa:578375.1-578998.7,,3,113,502,754,3,28,38,1,0,Autfilt,ok,0,0.0126295,3,185,1260,1449,1,22,41,1,0
data/automata/practice/practice_automata.hoa:586651.1-594619.7,,3,2076,5884,5884,3,1003,1239,1,0,SaGE,ok,0,61.9359,3,7760,87776,87776,1,1680,3212,1,0
data/automata/practice/practice_automata.hoa:586651.1-594619.7,,3,2076,5884,5884,3,1003,1239,1,0,SaGE+,ok,0,12.7325,3,1620,7316,19000,1,299,755,1,0
data/automata/practice/practice_automata.hoa:586651.1-594619.7,,3,2076,5884,5884,3,1003,1239,1,0,Kofola,ok,0,2.85695,3,952,2957,7538,1,75,81,1,0
data/automata/practice/practice_automata.hoa:586651.1-594619.7,,3,2076,5884,5884,3,1003,1239,1,0,Seminator,ok,0,11.5369,3,362,1073,2520,1,35,44,1,0
data/automata/practice/practice_automata.hoa:586651.1-594619.7,,3,2076,5884,5884,3,1003,1239,1,0,Autfilt,ok,0,0.356595,3,805,2331,4881,1,155,157,1,0
data/automata/practice/practice_automata.hoa:665888.1-669669.7,,4,882,2891,3165,3,346,299,1,0,SaGE,ok,0,72.1467,4,11555,266048,266048,1,2906,5073,1,0
data/automata/practice/practice_automata.hoa:665888.1-669669.7,,4,882,2891,3165,3,346,299,1,0,SaGE+,ok,0,16.9146,4,2431,16353,57056,1,930,1135,1,0
data/automata/practice/practice_automata.hoa:665888.1-669669.7,,4,882,2891,3165,3,346,299,1,0,Kofola,ok,0,0.214534,4,260,1168,4239,1,57,78,1,0
data/automata/practice/practice_automata.hoa:665888.1-669669.7,,4,882,2891,3165,3,346,299,1,0,Seminator,ok,0,0.758119,4,239,922,2890,1,51,56,1,0
data/automata/practice/practice_automata.hoa:665888.1-669669.7,,4,882,2891,3165,3,346,299,1,0,Autfilt,ok,0,0.0814423,4,310,1154,3777,1,99,47,1,0
data/automata/practice/practice_automata.hoa:678752.1-679344.7,,1,194,391,391,3,60,51,1,0,SaGE,ok,0,0.526365,1,1425,4058,4058,2,167,604,1,0
data/automata/practice/practice_automata.hoa:678752.1-679344.7,,1,194,391,391,3,60,51,1,0,SaGE+,ok,0,0.142053,1,455,1366,1366,1,83,228,1,0
data/automata/practice/practice_automata.hoa:678752.1-679344.7,,1,194,391,391,3,60,51,1,0,Kofola,ok,0,0.00378683,0,1,1,1,0,1,0,0,0
data/automata/practice/practice_automata.hoa:678752.1-679344.7,,1,194,391,391,3,60,51,1,0,Seminator,ok,0,0.00391224,0,1,1,1,0,1,0,0,0
data/automata/practice/practice_automata.hoa:678752.1-679344.7,,1,194,391,391,3,60,51,1,0,Autfilt,ok,0,0.00289163,1,1,1,2,1,1,0,0,0
data/automata/practice/practice_automata.hoa:679408.1-679522.7,,4,30,76,76,3,15,15,1,0,SaGE,ok,0,0.769178,4,301,7024,7024,1,69,138,1,0
data/automata/practice/practice_automata.hoa:679408.1-679522.7,,4,30,76,76,3,15,15,1,0,SaGE+,ok,0,0.190425,4,89,2128,2128,1,30,44,1,0
data/automata/practice/practice_automata.hoa:679408.1-679522.7,,4,30,76,76,3,15,15,1,0,Kofola,ok,0,0.00498956,4,18,52,288,1,2,0,0,0
data/automata/practice/practice_automata.hoa:679408.1-679522.7,,4,30,76,76,3,15,15,1,0,Seminator,ok,0,0.0053111,4,17,49,272,1,2,0,0,0
data/automata/practice/practice_automata.hoa:679408.1-679522.7,,4,30,76,76,3,15,15,1,0,Autfilt,ok,0,0.00327282,4,18,52,288,1,2,0,0,0
data/automata/practice/practice_automata.hoa:679523.1-681089.7,,3,462,1096,1096,3,225,187,1,0,SaGE,ok,0,7.49163,3,3427,39392,39392,1,1056,1497,1,0
